,,,,
,FVR90L,FVR90L FULLY ENCLOSED STEEL BODY(CORRUG/PLAIN),UNIT,"521,000.00"
,FVR90L,FVR90L FIXED HIGH SIDED STEEL BODY(CORRUG/PLAIN),UNIT,"515,000.00"
,FVR90L,FVR90L DOUBLE DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"527,000.00"
,FVR90L,FVR90L LOW DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"433,000.00"
,FVR90L,FVR90L DOUBLE DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"580,000.00"
,FVR90L,FVR90L LOW DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"487,000.00"
,FVR90L ,FVR90L TIPPER ,UNIT,"1,716,000.00"
,FVR90L,"FVR90 FUEL TANKER 11,000L (Mild Steel)",UNIT,"2,181,000.00"
,FVR90L,"FVR90 MILK TANKER 11,000L (Stainless Steel)",UNIT,"2,686,000.00"
,FVR90L,"FVR90 WATER TANKER 11,000L (Mild Steel)",UNIT,"1,843,000.00"
,FVR90L,"FVR90 WATER TANKER 11,0000L (Stainless Steel)",UNIT,"2,459,000.00"
,,,,
,MODEL,BODY DESCRIPTION,UoM, PRICE (KES - VAT INCLUSIVE) 
,FTS34L,FTS TROOP CARRIER -KDF,UNIT,"2,111,000.00"
,FTS34L,FTS TROOP CARRIER-KNPS,UNIT,"909,000.00"
,FTS34L,"FTS34L WATER TANKER 7,500L (Mild Steel)",UNIT,"1,428,000.00"
,FTS34L,"FTS34L WATER TANKER 7,500L (Stainless Steel)",UNIT,"2,315,000.00"
,FTS34L,"FTS34L FUEL TANKER 7,500L (Mild Steel)",UNIT,"1,709,000.00"
,FTS34L,"FTS34L MILK TANKER 7,500L (Stainless Steel)",UNIT,"2,090,000.00"
,FVR34P,FVR FULLY ENCLOSED STEEL BODY(CORRUG/PLAIN),UNIT,"602,000.00"
,FVR34P,FVR FIXED HIGH SIDED STEEL BODY(CORRUG/PLAIN),UNIT,"579,000.00"
,FVR34P,FVR DOUBLE DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"584,000.00"
,FVR34P,FVR LOW DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"487,000.00"
,FVR34P,FVR DOUBLE DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"674,000.00"
,FVR34P,FVR LOW DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"542,000.00"
,FVR34P,FVR TIPPER,UNIT,"1,869,000.00"
,FVR34P,"FVR34P MILK TANKER 12,000L (Stainless Steel)",UNIT,"3,053,000.00"
,FVR34P,"FVR34P WATER TANKER 12,000L (Mild Steel)",UNIT,"1,825,000.00"
,FVR34P,"FVR34P WATER TANKER 12,000L (Stainless Steel)",UNIT,"2,533,000.00"
,FVR34P,"FVR34P FUEL TANKER 12,000L (Mild Steel)",UNIT,"2,315,000.00"
,,,,
,FVZ34T,FVZ FULLY ENCLOSED STEEL BODY(CORRUG/PLAIN),UNIT,"714,000.00"
,FVZ34T,FVZ FIXED HIGH SIDED STEEL BODY(CORRUG/PLAIN),UNIT,"676,000.00"
,FVZ34T,FVZ DOUBLE DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"705,000.00"
,FVZ34T,FVZ LOW DROPSIDE STEEL BODY(CORRUG/PLAIN),UNIT,"553,000.00"
,FVZ34T,FVZ DOUBLE DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"749,000.00"
,FVZ34T,FVZ LOW DROPSIDE STEEL BODY(SAND HARVESTER),UNIT,"575,000.00"
,FVZ34T,FVZ TIPPER (15CM/12CM) - WITH FRONT TIPPING KIT (Provided by IEA),UNIT,"1,353,000.00"
,FVZ34T,FVZ TIPPER (15CM/12CM) - WITH UNDERBODY TIPPING KIT (Provided by IEA),UNIT,"1,353,000.00"
,FVZ34T,"FVZ34T FUEL TANKER 16,000L (Mild Steel)",UNIT,"2,346,000.00"
,FVZ34T,"FVZ34T MILK TANKER 16,000L (Stainless Steel)",UNIT,"3,118,000.00"
,FVZ34T,"FVZ34T WATER TANKER 16,000L (Mild Steel)",UNIT,"1,980,000.00"
,FVZ34T,"FVZ34T WATER TANKER 16,000L (Stainless Steel)",UNIT,"3,118,000.00"
,,,,
,TF-SC,TF NATION BODY,UNIT,"139,000.00"
,TF-SC,TF  STEEL BODY (CORRUG/PLAIN/WIREMESH),UNIT,"139,000.00"
,TF-SC,TF MATATU BODY,UNIT,"222,000.00"
